split_layer,drop_rate,sigma,accuracy
16,0.95,0.0,0.001
16,0.0,0.3,0.33
16,0.19,0.3,0.164
16,0.38,0.3,0.10266666666666667
16,0.57,0.3,0.011666666666666667
16,0.76,0.3,0.005666666666666667
16,0.95,0.3,0.002
16,0.0,0.4214,0.28333333333333327
16,0.19,0.4214,0.13933333333333334
16,0.38,0.4214,0.082
16,0.57,0.4214,0.008
16,0.76,0.4214,0.005
16,0.95,0.4214,0.0026666666666666666
16,0.0,0.5429,0.23966666666666667
16,0.19,0.5429,0.116
16,0.38,0.5429,0.06166666666666667
16,0.57,0.5429,0.006666666666666667
16,0.76,0.5429,0.005
16,0.95,0.5429,0.0030000000000000005
16,0.0,0.6643,0.18066666666666667
16,0.19,0.6643,0.08600000000000001
16,0.38,0.6643,0.044333333333333336
16,0.57,0.6643,0.004666666666666667
16,0.76,0.6643,0.005
16,0.95,0.6643,0.0033333333333333335
16,0.0,0.7857,0.12866666666666668
16,0.19,0.7857,0.05833333333333333
16,0.38,0.7857,0.02766666666666667
16,0.57,0.7857,0.004
16,0.76,0.7857,0.004333333333333334
16,0.95,0.7857,0.005333333333333333
16,0.0,0.9071,0.09300000000000001
16,0.19,0.9071,0.036
16,0.38,0.9071,0.018333333333333337
16,0.57,0.9071,0.004
16,0.76,0.9071,0.004
16,0.95,0.9071,0.002
16,0.0,1.0286,0.05833333333333333
16,0.19,1.0286,0.02033333333333333
16,0.38,1.0286,0.012333333333333333
16,0.57,1.0286,0.004
16,0.76,1.0286,0.004
16,0.95,1.0286,0.0016666666666666668
16,0.0,1.15,0.034333333333333334
16,0.19,1.15,0.011999999999999999
16,0.38,1.15,0.009000000000000001
16,0.57,1.15,0.004
16,0.76,1.15,0.004
16,0.95,1.15,0.0016666666666666668
16,0.0,1.2714,0.017666666666666667
16,0.19,1.2714,0.008666666666666668
16,0.38,1.2714,0.006666666666666667
16,0.57,1.2714,0.004
16,0.76,1.2714,0.004
16,0.95,1.2714,0.0023333333333333335
16,0.0,1.3929,0.007
16,0.19,1.3929,0.006666666666666667
16,0.38,1.3929,0.005666666666666667
16,0.57,1.3929,0.004
16,0.76,1.3929,0.004
16,0.95,1.3929,0.0016666666666666668
16,0.0,1.5143,0.004
16,0.19,1.5143,0.004
16,0.38,1.5143,0.0030000000000000005
16,0.57,1.5143,0.004
16,0.76,1.5143,0.0036666666666666666
16,0.95,1.5143,0.0013333333333333333
16,0.0,1.6357,0.001
16,0.19,1.6357,0.0036666666666666666
16,0.38,1.6357,0.0033333333333333335
16,0.57,1.6357,0.004
16,0.76,1.6357,0.0030000000000000005
16,0.95,1.6357,0.0003333333333333333
16,0.0,1.7571,0.0
16,0.19,1.7571,0.002
16,0.38,1.7571,0.0030000000000000005
16,0.57,1.7571,0.0036666666666666666
16,0.76,1.7571,0.0030000000000000005
16,0.95,1.7571,0.001
16,0.0,1.8786,0.0
16,0.19,1.8786,0.001
16,0.38,1.8786,0.0030000000000000005
16,0.57,1.8786,0.0036666666666666666
16,0.76,1.8786,0.002
16,0.95,1.8786,0.001
16,0.0,2.0,0.0
16,0.19,2.0,0.0006666666666666666
16,0.38,2.0,0.0030000000000000005
16,0.57,2.0,0.0033333333333333335
16,0.76,2.0,0.002
16,0.95,2.0,0.001
17,0.0,0.0,0.703
17,0.19,0.0,0.655
17,0.38,0.0,0.567
17,0.57,0.0,0.358
17,0.76,0.0,0.085
17,0.95,0.0,0.001
17,0.0,0.3,0.6043333333333333
17,0.19,0.3,0.4426666666666667
17,0.38,0.3,0.31633333333333336
17,0.57,0.3,0.11033333333333334
17,0.76,0.3,0.017
17,0.95,0.3,0.0016666666666666668
17,0.0,0.4214,0.5253333333333333
17,0.19,0.4214,0.36033333333333334
17,0.38,0.4214,0.26133333333333336
17,0.57,0.4214,0.06833333333333334
17,0.76,0.4214,0.013333333333333334
17,0.95,0.4214,0.0003333333333333333
17,0.0,0.5429,0.445
17,0.19,0.5429,0.284
17,0.38,0.5429,0.20433333333333334
17,0.57,0.5429,0.042333333333333334
17,0.76,0.5429,0.010333333333333333
17,0.95,0.5429,0.0
17,0.0,0.6643,0.37233333333333335
17,0.19,0.6643,0.22
17,0.38,0.6643,0.15133333333333332
17,0.57,0.6643,0.024666666666666667
17,0.76,0.6643,0.008333333333333333
17,0.95,0.6643,0.0
17,0.0,0.7857,0.2813333333333334
17,0.19,0.7857,0.16166666666666665
17,0.38,0.7857,0.108
17,0.57,0.7857,0.013333333333333334
17,0.76,0.7857,0.006000000000000001
17,0.95,0.7857,0.0
17,0.0,0.9071,0.19233333333333333
17,0.19,0.9071,0.12266666666666666
17,0.38,0.9071,0.07366666666666667
17,0.57,0.9071,0.008
17,0.76,0.9071,0.005666666666666667
17,0.95,0.9071,0.0003333333333333333
17,0.0,1.0286,0.13833333333333334
17,0.19,1.0286,0.09033333333333333
17,0.38,1.0286,0.05366666666666667
17,0.57,1.0286,0.006000000000000001
17,0.76,1.0286,0.0030000000000000005
17,0.95,1.0286,0.001
17,0.0,1.15,0.09566666666666668
17,0.19,1.15,0.06566666666666666
17,0.38,1.15,0.037333333333333336
17,0.57,1.15,0.005333333333333333
17,0.76,1.15,0.002
17,0.95,1.15,0.001
17,0.0,1.2714,0.07133333333333335
17,0.19,1.2714,0.04800000000000001
17,0.38,1.2714,0.029666666666666664
17,0.57,1.2714,0.005
17,0.76,1.2714,0.0013333333333333333
17,0.95,1.2714,0.001
17,0.0,1.3929,0.04533333333333334
17,0.19,1.3929,0.03566666666666667
17,0.38,1.3929,0.021
17,0.57,1.3929,0.005
17,0.76,1.3929,0.001
17,0.95,1.3929,0.001
17,0.0,1.5143,0.030333333333333334
17,0.19,1.5143,0.025666666666666667
17,0.38,1.5143,0.015333333333333332
17,0.57,1.5143,0.005
17,0.76,1.5143,0.001
17,0.95,1.5143,0.001
17,0.0,1.6357,0.022333333333333334
17,0.19,1.6357,0.017333333333333336
17,0.38,1.6357,0.010333333333333333
17,0.57,1.6357,0.005
17,0.76,1.6357,0.001
17,0.95,1.6357,0.001
17,0.0,1.7571,0.013666666666666667
17,0.19,1.7571,0.010666666666666666
17,0.38,1.7571,0.005666666666666667
17,0.57,1.7571,0.005
17,0.76,1.7571,0.001
17,0.95,1.7571,0.001
17,0.0,1.8786,0.008666666666666666
17,0.19,1.8786,0.005999999999999999
17,0.38,1.8786,0.0033333333333333335
17,0.57,1.8786,0.005333333333333333
17,0.76,1.8786,0.001
17,0.95,1.8786,0.001
17,0.0,2.0,0.007
17,0.19,2.0,0.0023333333333333335
17,0.38,2.0,0.0030000000000000005
17,0.57,2.0,0.005666666666666667
17,0.76,2.0,0.0
17,0.95,2.0,0.001
18,0.0,0.0,0.703
18,0.19,0.0,0.655
18,0.38,0.0,0.567
18,0.57,0.0,0.358
18,0.76,0.0,0.084
18,0.95,0.0,0.002
18,0.0,0.3,0.597
18,0.19,0.3,0.44566666666666666
18,0.38,0.3,0.313
18,0.57,0.3,0.102
18,0.76,0.3,0.013
18,0.95,0.3,0.005
18,0.0,0.4214,0.5870000000000001
18,0.19,0.4214,0.4363333333333333
18,0.38,0.4214,0.305
18,0.57,0.4214,0.09966666666666668
18,0.76,0.4214,0.013
18,0.95,0.4214,0.0036666666666666666
18,0.0,0.5429,0.5906666666666666
18,0.19,0.5429,0.4303333333333333
18,0.38,0.5429,0.297
18,0.57,0.5429,0.09066666666666667
18,0.76,0.5429,0.012666666666666666
18,0.95,0.5429,0.0026666666666666666
18,0.0,0.6643,0.5833333333333333
18,0.19,0.6643,0.42566666666666664
18,0.38,0.6643,0.2846666666666666
18,0.57,0.6643,0.08933333333333333
18,0.76,0.6643,0.011666666666666665
18,0.95,0.6643,0.0026666666666666666
18,0.0,0.7857,0.58
18,0.19,0.7857,0.4073333333333333
18,0.38,0.7857,0.27366666666666667
18,0.57,0.7857,0.07866666666666666
18,0.76,0.7857,0.011666666666666665
18,0.95,0.7857,0.002
18,0.0,0.9071,0.5743333333333333
18,0.19,0.9071,0.38966666666666666
18,0.38,0.9071,0.257
18,0.57,0.9071,0.07100000000000001
18,0.76,0.9071,0.008666666666666668
18,0.95,0.9071,0.0016666666666666668
18,0.0,1.0286,0.5593333333333333
18,0.19,1.0286,0.3753333333333333
18,0.38,1.0286,0.23866666666666667
18,0.57,1.0286,0.059
18,0.76,1.0286,0.009
18,0.95,1.0286,0.002
18,0.0,1.15,0.5516666666666667
18,0.19,1.15,0.36633333333333334
18,0.38,1.15,0.22566666666666668
18,0.57,1.15,0.05433333333333334
18,0.76,1.15,0.005666666666666667
18,0.95,1.15,0.001
18,0.0,1.2714,0.541
18,0.19,1.2714,0.3426666666666667
18,0.38,1.2714,0.212
18,0.57,1.2714,0.049666666666666665
18,0.76,1.2714,0.006333333333333334
18,0.95,1.2714,0.0013333333333333333
18,0.0,1.3929,0.5313333333333333
18,0.19,1.3929,0.333
18,0.38,1.3929,0.19733333333333336
18,0.57,1.3929,0.04566666666666667
18,0.76,1.3929,0.006333333333333333
18,0.95,1.3929,0.0006666666666666666
18,0.0,1.5143,0.5146666666666667
18,0.19,1.5143,0.308
18,0.38,1.5143,0.17899999999999996
18,0.57,1.5143,0.03466666666666667
18,0.76,1.5143,0.005666666666666667
18,0.95,1.5143,0.002
18,0.0,1.6357,0.4956666666666667
18,0.19,1.6357,0.2856666666666667
18,0.38,1.6357,0.164
18,0.57,1.6357,0.03166666666666667
18,0.76,1.6357,0.005
18,0.95,1.6357,0.0016666666666666668
18,0.0,1.7571,0.4749999999999999
18,0.19,1.7571,0.2776666666666667
18,0.38,1.7571,0.151
18,0.57,1.7571,0.030666666666666665
18,0.76,1.7571,0.004666666666666667
18,0.95,1.7571,0.0023333333333333335
18,0.0,1.8786,0.45166666666666666
18,0.19,1.8786,0.25266666666666665
18,0.38,1.8786,0.14300000000000002
18,0.57,1.8786,0.024666666666666667
18,0.76,1.8786,0.004666666666666667
18,0.95,1.8786,0.0016666666666666668
18,0.0,2.0,0.43766666666666665
18,0.19,2.0,0.23166666666666666
18,0.38,2.0,0.12666666666666668
18,0.57,2.0,0.021666666666666667
18,0.76,2.0,0.005
18,0.95,2.0,0.0013333333333333333
19,0.0,0.0,0.703
19,0.19,0.0,0.675
19,0.38,0.0,0.656
19,0.57,0.0,0.537
19,0.76,0.0,0.21
19,0.95,0.0,0.011
19,0.0,0.3,0.26033333333333336
19,0.19,0.3,0.18000000000000002
19,0.38,0.3,0.08133333333333333
19,0.57,0.3,0.03333333333333333
19,0.76,0.3,0.009666666666666665
19,0.95,0.3,0.0
19,0.0,0.4214,0.24
19,0.19,0.4214,0.159
19,0.38,0.4214,0.073
19,0.57,0.4214,0.028
19,0.76,0.4214,0.007
19,0.95,0.4214,0.0
19,0.0,0.5429,0.216
19,0.19,0.5429,0.14233333333333334
19,0.38,0.5429,0.065
19,0.57,0.5429,0.024666666666666667
19,0.76,0.5429,0.007333333333333333
19,0.95,0.5429,0.0
19,0.0,0.6643,0.18166666666666664
19,0.19,0.6643,0.12066666666666666
19,0.38,0.6643,0.057333333333333326
19,0.57,0.6643,0.020666666666666667
19,0.76,0.6643,0.006666666666666667
19,0.95,0.6643,0.0
19,0.0,0.7857,0.14866666666666664
19,0.19,0.7857,0.10266666666666668
19,0.38,0.7857,0.051333333333333335
19,0.57,0.7857,0.01933333333333333
19,0.76,0.7857,0.005999999999999999
19,0.95,0.7857,0.0
19,0.0,0.9071,0.119
19,0.19,0.9071,0.079
19,0.38,0.9071,0.04
19,0.57,0.9071,0.014333333333333332
19,0.76,0.9071,0.006333333333333334
19,0.95,0.9071,0.0
19,0.0,1.0286,0.09300000000000001
19,0.19,1.0286,0.064
19,0.38,1.0286,0.036333333333333336
19,0.57,1.0286,0.012333333333333333
19,0.76,1.0286,0.006000000000000001
19,0.95,1.0286,0.0003333333333333333
19,0.0,1.15,0.06566666666666666
19,0.19,1.15,0.04866666666666667
19,0.38,1.15,0.028999999999999998
19,0.57,1.15,0.008666666666666668
19,0.76,1.15,0.004666666666666667
19,0.95,1.15,0.0016666666666666668
19,0.0,1.2714,0.045000000000000005
19,0.19,1.2714,0.036333333333333336
19,0.38,1.2714,0.020666666666666667
19,0.57,1.2714,0.008333333333333333
19,0.76,1.2714,0.0036666666666666666
19,0.95,1.2714,0.0013333333333333333
19,0.0,1.3929,0.035
19,0.19,1.3929,0.027
19,0.38,1.3929,0.015666666666666666
19,0.57,1.3929,0.008666666666666668
19,0.76,1.3929,0.0023333333333333335
19,0.95,1.3929,0.0013333333333333333
19,0.0,1.5143,0.02266666666666667
19,0.19,1.5143,0.017333333333333336
19,0.38,1.5143,0.010666666666666666
19,0.57,1.5143,0.006666666666666667
19,0.76,1.5143,0.001
19,0.95,1.5143,0.0016666666666666668
19,0.0,1.6357,0.014666666666666666
19,0.19,1.6357,0.011333333333333334
19,0.38,1.6357,0.009666666666666665
19,0.57,1.6357,0.004333333333333334
19,0.76,1.6357,0.0016666666666666668
19,0.95,1.6357,0.002
19,0.0,1.7571,0.009333333333333332
19,0.19,1.7571,0.008
19,0.38,1.7571,0.005666666666666667
19,0.57,1.7571,0.004666666666666667
19,0.76,1.7571,0.0013333333333333333
19,0.95,1.7571,0.002
19,0.0,1.8786,0.007666666666666666
19,0.19,1.8786,0.005333333333333333
19,0.38,1.8786,0.005
19,0.57,1.8786,0.0036666666666666666
19,0.76,1.8786,0.0016666666666666668
19,0.95,1.8786,0.002
19,0.0,2.0,0.006000000000000001
19,0.19,2.0,0.005666666666666667
19,0.38,2.0,0.004333333333333334
19,0.57,2.0,0.004
19,0.76,2.0,0.002
19,0.95,2.0,0.002
20,0.0,0.0,0.703
20,0.19,0.0,0.675
20,0.38,0.0,0.656
20,0.57,0.0,0.537
20,0.76,0.0,0.21
20,0.95,0.0,0.011
20,0.0,0.3,0.665
20,0.19,0.3,0.6006666666666667
20,0.38,0.3,0.482
20,0.57,0.3,0.285
20,0.76,0.3,0.044000000000000004
20,0.95,0.3,0.007666666666666666
20,0.0,0.4214,0.6583333333333333
20,0.19,0.4214,0.6036666666666667
20,0.38,0.4214,0.48266666666666663
20,0.57,0.4214,0.2826666666666667
20,0.76,0.4214,0.043666666666666666
20,0.95,0.4214,0.007
20,0.0,0.5429,0.6590000000000001
20,0.19,0.5429,0.5976666666666667
20,0.38,0.5429,0.47433333333333333
20,0.57,0.5429,0.2776666666666667
20,0.76,0.5429,0.04133333333333333
20,0.95,0.5429,0.007
20,0.0,0.6643,0.655
20,0.19,0.6643,0.598
20,0.38,0.6643,0.466
20,0.57,0.6643,0.26333333333333336
20,0.76,0.6643,0.04033333333333333
20,0.95,0.6643,0.007
20,0.0,0.7857,0.6550000000000001
20,0.19,0.7857,0.593
20,0.38,0.7857,0.467
20,0.57,0.7857,0.26033333333333336
20,0.76,0.7857,0.03733333333333333
20,0.95,0.7857,0.007333333333333333
20,0.0,0.9071,0.6493333333333333
20,0.19,0.9071,0.5916666666666667
20,0.38,0.9071,0.4503333333333333
20,0.57,0.9071,0.25366666666666665
20,0.76,0.9071,0.031
20,0.95,0.9071,0.006000000000000001
20,0.0,1.0286,0.646
20,0.19,1.0286,0.5846666666666667
20,0.38,1.0286,0.43733333333333335
20,0.57,1.0286,0.242
20,0.76,1.0286,0.030333333333333334
20,0.95,1.0286,0.006666666666666667
20,0.0,1.15,0.6403333333333333
20,0.19,1.15,0.5743333333333333
20,0.38,1.15,0.429
20,0.57,1.15,0.22866666666666668
20,0.76,1.15,0.025000000000000005
20,0.95,1.15,0.006333333333333334
20,0.0,1.2714,0.634
20,0.19,1.2714,0.5646666666666665
20,0.38,1.2714,0.416
20,0.57,1.2714,0.21833333333333335
20,0.76,1.2714,0.021333333333333333
20,0.95,1.2714,0.005333333333333333
20,0.0,1.3929,0.6266666666666666
20,0.19,1.3929,0.5486666666666667
20,0.38,1.3929,0.39233333333333337
20,0.57,1.3929,0.19866666666666669
20,0.76,1.3929,0.021
20,0.95,1.3929,0.005666666666666667
20,0.0,1.5143,0.62
20,0.19,1.5143,0.5353333333333333
20,0.38,1.5143,0.37766666666666665
20,0.57,1.5143,0.18400000000000002
20,0.76,1.5143,0.017333333333333336
20,0.95,1.5143,0.005666666666666667
20,0.0,1.6357,0.6113333333333333
20,0.19,1.6357,0.5236666666666667
20,0.38,1.6357,0.3593333333333333
20,0.57,1.6357,0.17333333333333334
20,0.76,1.6357,0.015
20,0.95,1.6357,0.0033333333333333335
20,0.0,1.7571,0.603
20,0.19,1.7571,0.5103333333333334
20,0.38,1.7571,0.333
20,0.57,1.7571,0.15733333333333333
20,0.76,1.7571,0.013
20,0.95,1.7571,0.0030000000000000005
20,0.0,1.8786,0.59
20,0.19,1.8786,0.4843333333333333
20,0.38,1.8786,0.323
20,0.57,1.8786,0.14433333333333334
20,0.76,1.8786,0.012666666666666666
20,0.95,1.8786,0.0026666666666666666
20,0.0,2.0,0.574
20,0.19,2.0,0.47433333333333333
20,0.38,2.0,0.3033333333333333
20,0.57,2.0,0.12733333333333333
20,0.76,2.0,0.011000000000000001
20,0.95,2.0,0.0030000000000000005
21,0.0,0.0,0.703
21,0.19,0.0,0.681
21,0.38,0.0,0.621
21,0.57,0.0,0.48
21,0.76,0.0,0.163
21,0.95,0.0,0.009
21,0.0,0.3,0.327
21,0.19,0.3,0.24733333333333332
21,0.38,0.3,0.14833333333333332
21,0.57,0.3,0.038
21,0.76,0.3,0.007
21,0.95,0.3,0.0030000000000000005
21,0.0,0.4214,0.3053333333333333
21,0.19,0.4214,0.226
21,0.38,0.4214,0.13933333333333334
21,0.57,0.4214,0.030333333333333334
21,0.76,0.4214,0.006333333333333334
21,0.95,0.4214,0.0033333333333333335
21,0.0,0.5429,0.262
21,0.19,0.5429,0.19533333333333336
21,0.38,0.5429,0.11733333333333333
21,0.57,0.5429,0.024999999999999998
21,0.76,0.5429,0.005666666666666667
21,0.95,0.5429,0.004
21,0.0,0.6643,0.215
21,0.19,0.6643,0.16733333333333333
21,0.38,0.6643,0.09633333333333334
21,0.57,0.6643,0.016333333333333335
21,0.76,0.6643,0.005333333333333333
21,0.95,0.6643,0.004
21,0.0,0.7857,0.17266666666666666
21,0.19,0.7857,0.13566666666666669
21,0.38,0.7857,0.07666666666666666
21,0.57,0.7857,0.011000000000000001
21,0.76,0.7857,0.0033333333333333335
21,0.95,0.7857,0.002
21,0.0,0.9071,0.13233333333333333
21,0.19,0.9071,0.10033333333333333
21,0.38,0.9071,0.06
21,0.57,0.9071,0.009333333333333334
21,0.76,0.9071,0.0030000000000000005
21,0.95,0.9071,0.002
21,0.0,1.0286,0.09700000000000002
21,0.19,1.0286,0.07966666666666666
21,0.38,1.0286,0.043333333333333335
21,0.57,1.0286,0.007333333333333333
21,0.76,1.0286,0.0030000000000000005
21,0.95,1.0286,0.0023333333333333335
21,0.0,1.15,0.06833333333333334
21,0.19,1.15,0.05833333333333333
21,0.38,1.15,0.027666666666666662
21,0.57,1.15,0.005333333333333333
21,0.76,1.15,0.0033333333333333335
21,0.95,1.15,0.0023333333333333335
21,0.0,1.2714,0.04733333333333334
21,0.19,1.2714,0.03566666666666667
21,0.38,1.2714,0.01933333333333333
21,0.57,1.2714,0.004666666666666667
21,0.76,1.2714,0.002
21,0.95,1.2714,0.002
21,0.0,1.3929,0.030666666666666665
21,0.19,1.3929,0.025666666666666667
21,0.38,1.3929,0.017
21,0.57,1.3929,0.0033333333333333335
21,0.76,1.3929,0.002
21,0.95,1.3929,0.002
21,0.0,1.5143,0.022333333333333334
21,0.19,1.5143,0.017666666666666667
21,0.38,1.5143,0.011666666666666667
21,0.57,1.5143,0.0033333333333333335
21,0.76,1.5143,0.002
21,0.95,1.5143,0.002
21,0.0,1.6357,0.017
21,0.19,1.6357,0.013
21,0.38,1.6357,0.008333333333333333
21,0.57,1.6357,0.0030000000000000005
21,0.76,1.6357,0.0016666666666666668
21,0.95,1.6357,0.002
21,0.0,1.7571,0.012333333333333335
21,0.19,1.7571,0.011666666666666665
21,0.38,1.7571,0.006666666666666665
21,0.57,1.7571,0.0033333333333333335
21,0.76,1.7571,0.0023333333333333335
21,0.95,1.7571,0.0013333333333333333
21,0.0,1.8786,0.008666666666666668
21,0.19,1.8786,0.008
21,0.38,1.8786,0.006666666666666667
21,0.57,1.8786,0.0023333333333333335
21,0.76,1.8786,0.0023333333333333335
21,0.95,1.8786,0.0016666666666666668
21,0.0,2.0,0.005333333333333333
21,0.19,2.0,0.007333333333333333
21,0.38,2.0,0.004333333333333334
21,0.57,2.0,0.0023333333333333335
21,0.76,2.0,0.0016666666666666668
21,0.95,2.0,0.001
22,0.0,0.0,0.703
22,0.19,0.0,0.681
22,0.38,0.0,0.621
22,0.57,0.0,0.48
22,0.76,0.0,0.163
22,0.95,0.0,0.009
22,0.0,0.3,0.6886666666666666
22,0.19,0.3,0.6443333333333334
22,0.38,0.3,0.5676666666666667
22,0.57,0.3,0.36166666666666664
22,0.76,0.3,0.07766666666666666
22,0.95,0.3,0.005
22,0.0,0.4214,0.6859999999999999
22,0.19,0.4214,0.6426666666666667
22,0.38,0.4214,0.5619999999999999
22,0.57,0.4214,0.35633333333333334
22,0.76,0.4214,0.076
22,0.95,0.4214,0.005
22,0.0,0.5429,0.6873333333333335
22,0.19,0.5429,0.6463333333333333
22,0.38,0.5429,0.5609999999999999
22,0.57,0.5429,0.35433333333333333
22,0.76,0.5429,0.073
22,0.95,0.5429,0.005333333333333333
22,0.0,0.6643,0.6856666666666668
22,0.19,0.6643,0.6423333333333333
22,0.38,0.6643,0.5619999999999999
22,0.57,0.6643,0.3506666666666667
22,0.76,0.6643,0.076
22,0.95,0.6643,0.005333333333333333
22,0.0,0.7857,0.684
22,0.19,0.7857,0.6403333333333333
22,0.38,0.7857,0.5553333333333333
22,0.57,0.7857,0.3406666666666667
22,0.76,0.7857,0.069
22,0.95,0.7857,0.005333333333333333
22,0.0,0.9071,0.6833333333333335
22,0.19,0.9071,0.6406666666666667
22,0.38,0.9071,0.551
22,0.57,0.9071,0.3316666666666667
22,0.76,0.9071,0.065
22,0.95,0.9071,0.005333333333333333
22,0.0,1.0286,0.68
22,0.19,1.0286,0.6343333333333333
22,0.38,1.0286,0.5386666666666667
22,0.57,1.0286,0.329
22,0.76,1.0286,0.062
22,0.95,1.0286,0.004
22,0.0,1.15,0.6803333333333335
22,0.19,1.15,0.6396666666666667
22,0.38,1.15,0.539
22,0.57,1.15,0.31666666666666665
22,0.76,1.15,0.05933333333333333
22,0.95,1.15,0.005
22,0.0,1.2714,0.6786666666666666
22,0.19,1.2714,0.6316666666666667
22,0.38,1.2714,0.5303333333333334
22,0.57,1.2714,0.304
22,0.76,1.2714,0.051666666666666666
22,0.95,1.2714,0.005
22,0.0,1.3929,0.6813333333333335
22,0.19,1.3929,0.6256666666666667
22,0.38,1.3929,0.5276666666666667
22,0.57,1.3929,0.294
22,0.76,1.3929,0.050666666666666665
22,0.95,1.3929,0.004666666666666667
22,0.0,1.5143,0.6683333333333333
22,0.19,1.5143,0.6196666666666667
22,0.38,1.5143,0.5140000000000001
22,0.57,1.5143,0.27666666666666667
22,0.76,1.5143,0.044333333333333336
22,0.95,1.5143,0.004333333333333334
22,0.0,1.6357,0.6626666666666666
22,0.19,1.6357,0.6166666666666666
22,0.38,1.6357,0.4883333333333333
22,0.57,1.6357,0.25166666666666665
22,0.76,1.6357,0.043666666666666666
22,0.95,1.6357,0.004666666666666667
22,0.0,1.7571,0.6603333333333333
22,0.19,1.7571,0.6113333333333334
22,0.38,1.7571,0.492
22,0.57,1.7571,0.24433333333333332
22,0.76,1.7571,0.037000000000000005
22,0.95,1.7571,0.005
22,0.0,1.8786,0.6633333333333334
22,0.19,1.8786,0.6016666666666667
22,0.38,1.8786,0.4763333333333333
22,0.57,1.8786,0.2313333333333333
22,0.76,1.8786,0.03666666666666667
22,0.95,1.8786,0.004666666666666667
22,0.0,2.0,0.6503333333333333
22,0.19,2.0,0.594
22,0.38,2.0,0.46399999999999997
22,0.57,2.0,0.21366666666666667
22,0.76,2.0,0.03366666666666667
22,0.95,2.0,0.004666666666666667
23,0.0,0.0,0.703
23,0.19,0.0,0.687
23,0.38,0.0,0.624
23,0.57,0.0,0.503
23,0.76,0.0,0.273
23,0.95,0.0,0.021
23,0.0,0.3,0.5083333333333333
23,0.19,0.3,0.41533333333333333
23,0.38,0.3,0.27466666666666667
23,0.57,0.3,0.10966666666666668
23,0.76,0.3,0.017333333333333336
23,0.95,0.3,0.0030000000000000005
23,0.0,0.4214,0.49499999999999994
23,0.19,0.4214,0.4056666666666667
23,0.38,0.4214,0.26633333333333337
23,0.57,0.4214,0.10533333333333333
23,0.76,0.4214,0.017666666666666667
23,0.95,0.4214,0.0030000000000000005
23,0.0,0.5429,0.47100000000000003
23,0.19,0.5429,0.38199999999999995
23,0.38,0.5429,0.24633333333333332
23,0.57,0.5429,0.09633333333333334
23,0.76,0.5429,0.017666666666666667
23,0.95,0.5429,0.0030000000000000005
23,0.0,0.6643,0.42566666666666664
23,0.19,0.6643,0.3496666666666666
23,0.38,0.6643,0.21833333333333335
23,0.57,0.6643,0.09000000000000001
23,0.76,0.6643,0.017666666666666667
23,0.95,0.6643,0.0030000000000000005
23,0.0,0.7857,0.38400000000000006
23,0.19,0.7857,0.3056666666666667
23,0.38,0.7857,0.18233333333333332
23,0.57,0.7857,0.06966666666666667
23,0.76,0.7857,0.01833333333333333
23,0.95,0.7857,0.0036666666666666666
23,0.0,0.9071,0.32
23,0.19,0.9071,0.24166666666666667
23,0.38,0.9071,0.145
23,0.57,0.9071,0.05466666666666667
23,0.76,0.9071,0.017333333333333336
23,0.95,0.9071,0.0036666666666666666
23,0.0,1.0286,0.24833333333333332
23,0.19,1.0286,0.19200000000000003
23,0.38,1.0286,0.11866666666666666
23,0.57,1.0286,0.03933333333333333
23,0.76,1.0286,0.015666666666666666
23,0.95,1.0286,0.0036666666666666666
23,0.0,1.15,0.19133333333333336
23,0.19,1.15,0.1426666666666667
23,0.38,1.15,0.09500000000000001
23,0.57,1.15,0.02666666666666667
23,0.76,1.15,0.01
23,0.95,1.15,0.0036666666666666666
23,0.0,1.2714,0.13833333333333334
23,0.19,1.2714,0.11233333333333334
23,0.38,1.2714,0.07866666666666666
23,0.57,1.2714,0.022000000000000002
23,0.76,1.2714,0.009000000000000001
23,0.95,1.2714,0.0036666666666666666
23,0.0,1.3929,0.10166666666666667
23,0.19,1.3929,0.084
23,0.38,1.3929,0.050666666666666665
23,0.57,1.3929,0.015666666666666666
23,0.76,1.3929,0.009666666666666667
23,0.95,1.3929,0.0026666666666666666
23,0.0,1.5143,0.076
23,0.19,1.5143,0.06666666666666667
23,0.38,1.5143,0.042666666666666665
23,0.57,1.5143,0.013999999999999999
23,0.76,1.5143,0.007666666666666666
23,0.95,1.5143,0.0023333333333333335
23,0.0,1.6357,0.057333333333333326
23,0.19,1.6357,0.050333333333333334
23,0.38,1.6357,0.028999999999999998
23,0.57,1.6357,0.011666666666666667
23,0.76,1.6357,0.007
23,0.95,1.6357,0.0026666666666666666
23,0.0,1.7571,0.043666666666666666
23,0.19,1.7571,0.035
23,0.38,1.7571,0.024666666666666667
23,0.57,1.7571,0.010666666666666666
23,0.76,1.7571,0.007
23,0.95,1.7571,0.0023333333333333335
23,0.0,1.8786,0.028666666666666663
23,0.19,1.8786,0.023666666666666666
23,0.38,1.8786,0.01933333333333333
23,0.57,1.8786,0.01
23,0.76,1.8786,0.006000000000000001
23,0.95,1.8786,0.0030000000000000005
23,0.0,2.0,0.013666666666666667
23,0.19,2.0,0.012333333333333335
23,0.38,2.0,0.014333333333333335
23,0.57,2.0,0.009
23,0.76,2.0,0.005666666666666667
23,0.95,2.0,0.0026666666666666666
24,0.0,0.0,0.703
24,0.19,0.0,0.687
24,0.38,0.0,0.624
